id,title,display_name,publication_date,language
https://openalex.org/W1995041236,Triblock Copolymer Syntheses of Mesoporous Silica with Periodic 50 to 300 Angstrom Pores,Triblock Copolymer Syntheses of Mesoporous Silica with Periodic 50 to 300 Angstrom Pores,1998-01-23,en
https://openalex.org/W2067978628,A method for estimating the probability of adverse drug reactions,A method for estimating the probability of adverse drug reactions,1981-08-01,en
https://openalex.org/W2076668534,Toxicity and response criteria of the Eastern Cooperative Oncology Group,Toxicity and response criteria of the Eastern Cooperative Oncology Group,1982-12-01,en
https://openalex.org/W2109363337,Molecular Classification of Cancer: Class Discovery and Class Prediction by Gene Expression Monitoring,Molecular Classification of Cancer: Class Discovery and Class Prediction by Gene Expression Monitoring,1999-10-15,en
https://openalex.org/W2142183404,Genetic Algorithms + Data Structures = Evolution Programs,Genetic Algorithms + Data Structures = Evolution Programs,1992-01-01,en
https://openalex.org/W2754799758,Saturation in qualitative research: exploring its conceptualization and operationalization,Saturation in qualitative research: exploring its conceptualization and operationalization,2017-09-14,en
https://openalex.org/W1993243592,Accurate transcription initiation by RNA polymerase II in a soluble extract from isolated mammalian nuclei,Accurate transcription initiation by RNA polymerase II in a soluble extract from isolated mammalian nuclei,1983-03-11,en
https://openalex.org/W1981213426,High-Resolution Global Maps of 21st-Century Forest Cover Change,High-Resolution Global Maps of 21st-Century Forest Cover Change,2013-11-14,en
https://openalex.org/W2087347434,A training algorithm for optimal margin classifiers,A training algorithm for optimal margin classifiers,1992-07-01,en
https://openalex.org/W4242289937,Data Analysis,Data Analysis,2016-01-01,en
https://openalex.org/W2038124483,A procedure for the isolation of deoxyribonucleic acid from micro-organisms,A procedure for the isolation of deoxyribonucleic acid from micro-organisms,1961-04-01,en
https://openalex.org/W2158196600,Multimodel Inference,Multimodel Inference,2004-11-01,en
https://openalex.org/W3103145119,SciPy 1.0: fundamental algorithms for scientific computing in Python,SciPy 1.0: fundamental algorithms for scientific computing in Python,2019-07-28,en
https://openalex.org/W2139328007,"REACTIVE OXYGEN SPECIES: Metabolism, Oxidative Stress, and Signal Transduction","REACTIVE OXYGEN SPECIES: Metabolism, Oxidative Stress, and Signal Transduction",2004-04-29,en
https://openalex.org/W2120946983,The Logic of Collective Action.,The Logic of Collective Action.,1966-02-01,en
https://openalex.org/W2134233006,Two-dimensional atomic crystals,Two-dimensional atomic crystals,2005-07-18,en
https://openalex.org/W1660390307,Modern Information Retrieval,Modern Information Retrieval,1999-05-15,en
https://openalex.org/W2117140276,AFNI: Software for Analysis and Visualization of Functional Magnetic Resonance Neuroimages,AFNI: Software for Analysis and Visualization of Functional Magnetic Resonance Neuroimages,1996-06-01,en
https://openalex.org/W2169961966,"Cancer statistics, 2014","Cancer statistics, 2014",2014-01-01,en
https://openalex.org/W1480729244,Aspirin plus Clopidogrel as Secondary Prevention after Stroke or Transient Ischemic Attack: A Systematic Review and Meta-Analysis,Aspirin plus Clopidogrel as Secondary Prevention after Stroke or Transient Ischemic Attack: A Systematic Review and Meta-Analysis,2014-12-24,en
https://openalex.org/W1983981789,Document Analysis as a Qualitative Research Method,Document Analysis as a Qualitative Research Method,2009-08-03,en
https://openalex.org/W2123343298,Surface plasmon subwavelength optics,Surface plasmon subwavelength optics,2003-08-01,en
https://openalex.org/W1493773294,SF-36 health survey: Manual and interpretation guide,SF-36 health survey: Manual and interpretation guide,2003-01-01,en
https://openalex.org/W1766888123,Discrete-Time Signal Processing,Discrete-Time Signal Processing,1989-01-01,en
https://openalex.org/W2142644281,ESTIMATION OF AVERAGE HETEROZYGOSITY AND GENETIC DISTANCE FROM A SMALL NUMBER OF INDIVIDUALS,ESTIMATION OF AVERAGE HETEROZYGOSITY AND GENETIC DISTANCE FROM A SMALL NUMBER OF INDIVIDUALS,1978-07-20,en
https://openalex.org/W386986494,The Social psychology of intergroup relations,The Social psychology of intergroup relations,1979-01-01,en
https://openalex.org/W2049511526,A synaptic model of memory: long-term potentiation in the hippocampus,A synaptic model of memory: long-term potentiation in the hippocampus,1993-01-01,en
https://openalex.org/W2009375902,The expression of the emotions in man and animals.,The expression of the emotions in man and animals.,1872-01-01,en
https://openalex.org/W2089468765,Principal component analysis,Principal component analysis,1987-08-01,en
https://openalex.org/W1566172004,The Core Competence of the Corporation,The Core Competence of the Corporation,2006-02-08,de
https://openalex.org/W2128438887,An index to quantify an individual's scientific research output,An index to quantify an individual's scientific research output,2005-11-07,en
https://openalex.org/W3201073812,"LAMMPS - a flexible simulation tool for particle-based materials modeling at the atomic, meso, and continuum scales","LAMMPS - a flexible simulation tool for particle-based materials modeling at the atomic, meso, and continuum scales",2021-09-22,en
https://openalex.org/W1975085160,Tricine-sodium dodecyl sulfate-polyacrylamide gel electrophoresis for the separation of proteins in the range from 1 to 100 kDa,Tricine-sodium dodecyl sulfate-polyacrylamide gel electrophoresis for the separation of proteins in the range from 1 to 100 kDa,1987-11-01,en
https://openalex.org/W2158517811,"The measurement and antecedents of affective, continuance and normative commitment to the organization","The measurement and antecedents of affective, continuance and normative commitment to the organization",1990-03-01,en
https://openalex.org/W2318605753,Use of Chemotherapy plus a Monoclonal Antibody against HER2 for Metastatic Breast Cancer That Overexpresses HER2,Use of Chemotherapy plus a Monoclonal Antibody against HER2 for Metastatic Breast Cancer That Overexpresses HER2,2001-03-15,en
https://openalex.org/W2397911846,2016 ESC Guidelines for the diagnosis and treatment of acute and chronic heart failure,2016 ESC Guidelines for the diagnosis and treatment of acute and chronic heart failure,2016-05-20,en
https://openalex.org/W2043696829,Activating Mutations in the Epidermal Growth Factor Receptor Underlying Responsiveness of Non–Small-Cell Lung Cancer to Gefitinib,Activating Mutations in the Epidermal Growth Factor Receptor Underlying Responsiveness of Non–Small-Cell Lung Cancer to Gefitinib,2004-05-19,en
https://openalex.org/W2126386203,Reactive oxygen species and antioxidant machinery in abiotic stress tolerance in crop plants,Reactive oxygen species and antioxidant machinery in abiotic stress tolerance in crop plants,2010-09-16,en
https://openalex.org/W2070527591,Updating the American college of rheumatology revised criteria for the classification of systemic lupus erythematosus,Updating the American college of rheumatology revised criteria for the classification of systemic lupus erythematosus,1997-09-01,en
https://openalex.org/W2054931962,Projections of Global Mortality and Burden of Disease from 2002 to 2030,Projections of Global Mortality and Burden of Disease from 2002 to 2030,2006-11-22,en
https://openalex.org/W3146142859,The PRISMA 2020 statement: An updated guideline for reporting systematic reviews,The PRISMA 2020 statement: An updated guideline for reporting systematic reviews,2021-03-29,en
https://openalex.org/W2125520394,Returns to Buying Winners and Selling Losers: Implications for Stock Market Efficiency,Returns to Buying Winners and Selling Losers: Implications for Stock Market Efficiency,1993-03-01,en
https://openalex.org/W2151721316,Cortical Surface-Based Analysis,Cortical Surface-Based Analysis,1999-02-01,en
https://openalex.org/W2152575748,Index for rating diagnostic tests,Index for rating diagnostic tests,1950-01-01,en
https://openalex.org/W2119585240,"Photocatalysis on TiO2 Surfaces: Principles, Mechanisms, and Selected Results","Photocatalysis on TiO2 Surfaces: Principles, Mechanisms, and Selected Results",1995-05-01,en
https://openalex.org/W2277004004,EASL Clinical Practice Guidelines: Management of hepatocellular carcinoma,EASL Clinical Practice Guidelines: Management of hepatocellular carcinoma,2018-04-06,en
https://openalex.org/W2160337655,A tutorial on particle filters for online nonlinear/non-Gaussian Bayesian tracking,A tutorial on particle filters for online nonlinear/non-Gaussian Bayesian tracking,2002-01-01,en
https://openalex.org/W1989528006,Review of Psychometric theory (2nd ed.).,Review of Psychometric theory (2nd ed.).,1979-07-01,en
https://openalex.org/W2231156824,"SEER Cancer Statistics Review, 1975-2003","SEER Cancer Statistics Review, 1975-2003",2006-01-01,en
https://openalex.org/W2112181056,The missing memristor found,The missing memristor found,2008-04-30,en
https://openalex.org/W2014451195,Two‐Dimensional Nanocrystals Produced by Exfoliation of Ti<sub>3</sub>AlC<sub>2</sub>,Two‐Dimensional Nanocrystals Produced by Exfoliation of Ti<sub>3</sub>AlC<sub>2</sub>,2011-08-22,en
https://openalex.org/W2157009395,MEME SUITE: tools for motif discovery and searching,MEME SUITE: tools for motif discovery and searching,2009-05-20,en
https://openalex.org/W4391285994,Congenital Torticollis (Torticollis Not Related to Trauma) Chapter 28,Congenital Torticollis (Torticollis Not Related to Trauma) Chapter 28,2019-07-03,en
https://openalex.org/W2074231493,A general method applicable to the search for similarities in the amino acid sequence of two proteins,A general method applicable to the search for similarities in the amino acid sequence of two proteins,1970-03-01,en
https://openalex.org/W2107772251,QUAST: quality assessment tool for genome assemblies,QUAST: quality assessment tool for genome assemblies,2013-02-19,en
https://openalex.org/W2145662716,A Stepwise Huisgen Cycloaddition Process: Copper(I)-Catalyzed Regioselective “Ligation” of Azides and Terminal Alkynes,A Stepwise Huisgen Cycloaddition Process: Copper(I)-Catalyzed Regioselective “Ligation” of Azides and Terminal Alkynes,2002-07-15,en
https://openalex.org/W2153656501,The Theory of Social and Economic Organization.,The Theory of Social and Economic Organization.,1948-06-01,en
https://openalex.org/W2111858111,Profiling of complex microbial populations by denaturing gradient gel electrophoresis analysis of polymerase chain reaction-amplified genes coding for 16S rRNA,Profiling of complex microbial populations by denaturing gradient gel electrophoresis analysis of polymerase chain reaction-amplified genes coding for 16S rRNA,1993-03-01,en
https://openalex.org/W1671860850,<i>Molecular Theory of Gases and Liquids</i>,<i>Molecular Theory of Gases and Liquids</i>,1955-03-01,en
https://openalex.org/W2144775551,Estimation of the number of nucleotide substitutions in the control region of mitochondrial DNA in humans and chimpanzees.,Estimation of the number of nucleotide substitutions in the control region of mitochondrial DNA in humans and chimpanzees.,1993-05-01,en
https://openalex.org/W2112440119,Applied Multivariate Statistical Analysis.,Applied Multivariate Statistical Analysis.,1988-09-01,en
https://openalex.org/W2005092827,Fit indices in covariance structure modeling: Sensitivity to underparameterized model misspecification.,Fit indices in covariance structure modeling: Sensitivity to underparameterized model misspecification.,1998-12-01,en
https://openalex.org/W2516321972,Transportation Research Record,Transportation Research Record,2016-07-23,en
https://openalex.org/W1553183615,Researching Lived Experience: Human Science for an Action Sensitive Pedagogy,Researching Lived Experience: Human Science for an Action Sensitive Pedagogy,1990-01-01,en
https://openalex.org/W2123605247,"Semiconductor Clusters, Nanocrystals, and Quantum Dots","Semiconductor Clusters, Nanocrystals, and Quantum Dots",1996-02-16,en
https://openalex.org/W2063623478,Red and photographic infrared linear combinations for monitoring vegetation,Red and photographic infrared linear combinations for monitoring vegetation,1979-05-01,en
https://openalex.org/W2162040794,A THEORY OF HUMAN MOTIVATION,A THEORY OF HUMAN MOTIVATION,2017-03-02,en
https://openalex.org/W2582377764,Building theories from case study research,Building theories from case study research,2009-02-01,en
https://openalex.org/W2083119773,Bergey's Manual of Determinative Bacteriology,Bergey's Manual of Determinative Bacteriology,1975-05-01,en
https://openalex.org/W2109255472,Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition,Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition,2015-01-09,en
https://openalex.org/W2160070901,THE ASSESSMENT OF ANXIETY STATES BY RATING,THE ASSESSMENT OF ANXIETY STATES BY RATING,1959-03-01,en
https://openalex.org/W2106470680,Educating the reflective practitioner,Educating the reflective practitioner,1987-01-01,en
https://openalex.org/W1969200114,Spintronics: A Spin-Based Electronics Vision for the Future,Spintronics: A Spin-Based Electronics Vision for the Future,2001-11-16,en
https://openalex.org/W1721421031,The DeLone and McLean Model of Information Systems Success: A Ten-Year Update,The DeLone and McLean Model of Information Systems Success: A Ten-Year Update,2003-04-01,en
https://openalex.org/W2135479172,The chemistry of graphene oxide,The chemistry of graphene oxide,2009-11-03,en
https://openalex.org/W1491087240,Quasi-Experimentation: Design & Analysis Issues for Field Settings,Quasi-Experimentation: Design & Analysis Issues for Field Settings,1979-01-01,en
https://openalex.org/W2133674686,Demonstrating Rigor Using Thematic Analysis: A Hybrid Approach of Inductive and Deductive Coding and Theme Development,Demonstrating Rigor Using Thematic Analysis: A Hybrid Approach of Inductive and Deductive Coding and Theme Development,2006-03-01,en
https://openalex.org/W2118185372,Development of a new resilience scale: The Connor-Davidson Resilience Scale (CD-RISC),Development of a new resilience scale: The Connor-Davidson Resilience Scale (CD-RISC),2003-09-01,en
https://openalex.org/W2028302194,Creating the CIPRES Science Gateway for inference of large phylogenetic trees,Creating the CIPRES Science Gateway for inference of large phylogenetic trees,2010-11-01,en
https://openalex.org/W2162544110,Developing and evaluating complex interventions: the new Medical Research Council guidance,Developing and evaluating complex interventions: the new Medical Research Council guidance,2008-09-29,en
https://openalex.org/W2727420541,A Statistical Distribution Function of Wide Applicability,A Statistical Distribution Function of Wide Applicability,1951-09-01,en
https://openalex.org/W2145632027,"Chronic Kidney Disease and the Risks of Death, Cardiovascular Events, and Hospitalization","Chronic Kidney Disease and the Risks of Death, Cardiovascular Events, and Hospitalization",2004-09-22,en
https://openalex.org/W2139900098,Pharmacological interventions for somatoform disorders in adults,Pharmacological interventions for somatoform disorders in adults,2014-11-07,en
https://openalex.org/W3023854223,Light-emitting diodes based on conjugated polymers,Light-emitting diodes based on conjugated polymers,1990-10-01,en
https://openalex.org/W2067191022,Mean shift: a robust approach toward feature space analysis,Mean shift: a robust approach toward feature space analysis,2002-05-01,en
https://openalex.org/W2130509920,Capacity of Multi‐antenna Gaussian Channels,Capacity of Multi‐antenna Gaussian Channels,1999-11-01,en
https://openalex.org/W2127170577,World Map of the Köppen-Geiger climate classification updated,World Map of the Köppen-Geiger climate classification updated,2006-07-02,de
https://openalex.org/W2005532382,Sensitivity of Goodness of Fit Indexes to Lack of Measurement Invariance,Sensitivity of Goodness of Fit Indexes to Lack of Measurement Invariance,2007-07-31,en
https://openalex.org/W4230938681,Making Democracy Work: Civic Traditions in Modern Italy,Making Democracy Work: Civic Traditions in Modern Italy,1993-01-01,en
https://openalex.org/W2101099004,"Recommendations for Chamber Quantification: A Report from the American Society of Echocardiography’s Guidelines and Standards Committee and the Chamber Quantification Writing Group, Developed in Conjunction with the European Association of Echocardiography, a Branch of the European Society of Cardiology","Recommendations for Chamber Quantification: A Report from the American Society of Echocardiography’s Guidelines and Standards Committee and the Chamber Quantification Writing Group, Developed in Conjunction with the European Association of Echocardiography, a Branch of the European Society of Cardiology",2005-12-01,en
https://openalex.org/W2015292449,Improved tools for biological sequence comparison.,Improved tools for biological sequence comparison.,1988-04-01,en
https://openalex.org/W2127048411,Community detection in graphs,Community detection in graphs,2009-11-18,en
https://openalex.org/W3036674917,"Agendas, Alternatives, and Public Policies","Agendas, Alternatives, and Public Policies",1985-01-01,en
https://openalex.org/W2736601468,Diagnosing Non-Intermittent Anomalies in Reinforcement Learning Policy Executions (Short Paper),Diagnosing Non-Intermittent Anomalies in Reinforcement Learning Policy Executions (Short Paper),2017-07-20,en
https://openalex.org/W2166073443,"FieldTrip: Open Source Software for Advanced Analysis of MEG, EEG, and Invasive Electrophysiological Data","FieldTrip: Open Source Software for Advanced Analysis of MEG, EEG, and Invasive Electrophysiological Data",2010-12-23,en
https://openalex.org/W1945524409,Childhood and Society,Childhood and Society,2026-02-11,en
https://openalex.org/W2085028749,Purposeful Sampling for Qualitative Data Collection and Analysis in Mixed Method Implementation Research,Purposeful Sampling for Qualitative Data Collection and Analysis in Mixed Method Implementation Research,2013-11-05,en
https://openalex.org/W2128272608,A model of saliency-based visual attention for rapid scene analysis,A model of saliency-based visual attention for rapid scene analysis,1998-01-01,en
https://openalex.org/W2006165291,"Global analyses of sea surface temperature, sea ice, and night marine air temperature since the late nineteenth century","Global analyses of sea surface temperature, sea ice, and night marine air temperature since the late nineteenth century",2003-07-17,en
https://openalex.org/W2125910575,Gephi: An Open Source Software for Exploring and Manipulating Networks,Gephi: An Open Source Software for Exploring and Manipulating Networks,2009-03-19,en
https://openalex.org/W1967652077,A comprehensive review of ZnO materials and devices,A comprehensive review of ZnO materials and devices,2005-08-15,en
https://openalex.org/W2144173184,The Clavien-Dindo Classification of Surgical Complications,The Clavien-Dindo Classification of Surgical Complications,2009-07-31,en
https://openalex.org/W2123105952,Cancer-related inflammation,Cancer-related inflammation,2008-07-01,en
https://openalex.org/W2132417094,Studies on transformation of Escherichia coli with plasmids,Studies on transformation of Escherichia coli with plasmids,1983-06-01,en
https://openalex.org/W2015642465,SWISS‐MODEL and the Swiss‐Pdb Viewer: An environment for comparative protein modeling,SWISS‐MODEL and the Swiss‐Pdb Viewer: An environment for comparative protein modeling,1997-01-01,en
https://openalex.org/W2164558494,Telling more than we can know: Verbal reports on mental processes.,Telling more than we can know: Verbal reports on mental processes.,1977-05-01,en
https://openalex.org/W1540380506,Phase Transitions and Critical Phenomena,Phase Transitions and Critical Phenomena,2016-04-19,en
https://openalex.org/W832976576,First principles phonon calculations in materials science,First principles phonon calculations in materials science,2015-07-29,en
https://openalex.org/W2801159594,Posterior Summarization in Bayesian Phylogenetics Using Tracer 1.7,Posterior Summarization in Bayesian Phylogenetics Using Tracer 1.7,2018-04-24,en
https://openalex.org/W2048752781,Qualitative Interviewing: The Art of Hearing Data,Qualitative Interviewing: The Art of Hearing Data,1996-01-01,en
https://openalex.org/W1965392255,Fundamentals of Statistical Signal Processing: Estimation Theory,Fundamentals of Statistical Signal Processing: Estimation Theory,1995-11-01,en
https://openalex.org/W1588713494,"Climate Change 2014 Impacts, Adaptation, and Vulnerability","Climate Change 2014 Impacts, Adaptation, and Vulnerability",2014-01-01,en
https://openalex.org/W2127259621,On Happiness and Human Potentials: A Review of Research on Hedonic and Eudaimonic Well-Being,On Happiness and Human Potentials: A Review of Research on Hedonic and Eudaimonic Well-Being,2001-02-01,en
https://openalex.org/W2342249984,Data Structures for Statistical Computing in Python,Data Structures for Statistical Computing in Python,2010-01-01,en
https://openalex.org/W2024908520,Kinetics of Phase Change. I General Theory,Kinetics of Phase Change. I General Theory,1939-12-01,en
https://openalex.org/W1988925586,"Greengenes, a Chimera-Checked 16S rRNA Gene Database and Workbench Compatible with ARB","Greengenes, a Chimera-Checked 16S rRNA Gene Database and Workbench Compatible with ARB",2006-07-01,en
https://openalex.org/W4248107770,Experimental and computational approaches to estimate solubility and permeability in drug discovery and development settings,Experimental and computational approaches to estimate solubility and permeability in drug discovery and development settings,1997-01-01,en
https://openalex.org/W2170892587,"Estimating the sample mean and standard deviation from the sample size, median, range and/or interquartile range","Estimating the sample mean and standard deviation from the sample size, median, range and/or interquartile range",2014-12-01,en
https://openalex.org/W4235073904,Speech Acts,Speech Acts,1969-01-01,en
https://openalex.org/W1984003326,The Elastic Behaviour of a Crystalline Aggregate,The Elastic Behaviour of a Crystalline Aggregate,1952-05-01,en
https://openalex.org/W3126140319,Subjective well-being: Three decades of progress.,Subjective well-being: Three decades of progress.,1999-03-01,en
https://openalex.org/W3146166473,Time Series Analysis.,Time Series Analysis.,1995-03-01,en
https://openalex.org/W1565746575,Statistical Comparisons of Classifiers over Multiple Data Sets,Statistical Comparisons of Classifiers over Multiple Data Sets,2006-12-01,en
https://openalex.org/W4299601558,Research in Organizational Behavior.,Research in Organizational Behavior.,1986-12-01,en
https://openalex.org/W2097571405,An Introduction to Genetic Algorithms,An Introduction to Genetic Algorithms,1996-02-27,en
https://openalex.org/W2963091558,Non-local Neural Networks,Non-local Neural Networks,2018-06-01,en
https://openalex.org/W2136489990,Dabigatran versus Warfarin in Patients with Atrial Fibrillation,Dabigatran versus Warfarin in Patients with Atrial Fibrillation,2009-08-30,en
https://openalex.org/W1525734744,Evolution of Protein Molecules,Evolution of Protein Molecules,1969-01-01,en
https://openalex.org/W2155893237,Caffe,Caffe,2014-11-03,en
https://openalex.org/W1976770755,Using the framework method for the analysis of qualitative data in multi-disciplinary health research,Using the framework method for the analysis of qualitative data in multi-disciplinary health research,2013-09-18,en
https://openalex.org/W3169791305,In a Different Voice: Psychological Theory and Women's Development.,In a Different Voice: Psychological Theory and Women's Development.,1983-07-01,en
https://openalex.org/W2149429041,tRNAscan-SE: A Program for Improved Detection of Transfer RNA Genes in Genomic Sequence,tRNAscan-SE: A Program for Improved Detection of Transfer RNA Genes in Genomic Sequence,1997-03-01,en
https://openalex.org/W2096733369,FaceNet: A unified embedding for face recognition and clustering,FaceNet: A unified embedding for face recognition and clustering,2015-06-01,en
https://openalex.org/W3125688476,Estimating Standard Errors in Finance Panel Data Sets: Comparing Approaches,Estimating Standard Errors in Finance Panel Data Sets: Comparing Approaches,2008-06-03,en
https://openalex.org/W2042473487,Spintronics: Fundamentals and applications,Spintronics: Fundamentals and applications,2004-04-23,en
https://openalex.org/W84952613,Viscoelastic Properties of Polymers,Viscoelastic Properties of Polymers,1981-01-01,en
https://openalex.org/W3008443627,An interactive web-based dashboard to track COVID-19 in real time,An interactive web-based dashboard to track COVID-19 in real time,2020-02-19,en
https://openalex.org/W2045276693,"Beiträge zur Optik trüber Medien, speziell kolloidaler Metallösungen","Beiträge zur Optik trüber Medien, speziell kolloidaler Metallösungen",1908-01-01,de
https://openalex.org/W2034707435,Estimation and Hypothesis Testing of Cointegration Vectors in Gaussian Vector Autoregressive Models,Estimation and Hypothesis Testing of Cointegration Vectors in Gaussian Vector Autoregressive Models,1991-11-01,en
https://openalex.org/W2900756811,Minimal information for studies of extracellular vesicles 2018 (MISEV2018): a position statement of the International Society for Extracellular Vesicles and update of the MISEV2014 guidelines,Minimal information for studies of extracellular vesicles 2018 (MISEV2018): a position statement of the International Society for Extracellular Vesicles and update of the MISEV2014 guidelines,2018-11-23,en
https://openalex.org/W2122646361,Anomaly detection,Anomaly detection,2009-07-01,en
https://openalex.org/W2083449279,Organizational Learning: A Theory of Action Perspective,Organizational Learning: A Theory of Action Perspective,1997-01-01,en
https://openalex.org/W2092188263,Large-Area Synthesis of High-Quality and Uniform Graphene Films on Copper Foils,Large-Area Synthesis of High-Quality and Uniform Graphene Films on Copper Foils,2009-05-08,en
https://openalex.org/W3022808291,"A Theory of Fairness, Competition, and Cooperation","A Theory of Fairness, Competition, and Cooperation",1999-08-01,en
https://openalex.org/W2143891888,Causality,Causality,2009-09-14,en
https://openalex.org/W2135346934,Introduction to Statistical Pattern Recognition,Introduction to Statistical Pattern Recognition,1990-01-01,en
https://openalex.org/W2148596493,Complex thermoelectric materials,Complex thermoelectric materials,2008-01-25,en
https://openalex.org/W2099365033,The social readjustment rating scale,The social readjustment rating scale,1967-08-01,en
https://openalex.org/W2899771611,Automatic differentiation in PyTorch,Automatic differentiation in PyTorch,2017-10-28,en
https://openalex.org/W1624806571,The continental crust: Its composition and evolution,The continental crust: Its composition and evolution,1985-01-01,en
https://openalex.org/W2133501143,A globally coherent fingerprint of climate change impacts across natural systems,A globally coherent fingerprint of climate change impacts across natural systems,2003-01-01,en
https://openalex.org/W103650626,Practical Nonparametric Statistics,Practical Nonparametric Statistics,2000-08-01,en
https://openalex.org/W2116006659,The Promise of Entrepreneurship as a Field of Research,The Promise of Entrepreneurship as a Field of Research,2000-01-01,en
https://openalex.org/W2404280981,ff14SB: Improving the Accuracy of Protein Side Chain and Backbone Parameters from ff99SB,ff14SB: Improving the Accuracy of Protein Side Chain and Backbone Parameters from ff99SB,2015-07-07,en
https://openalex.org/W2580389126,Research in Organizational Behavior,Research in Organizational Behavior,1984-07-01,en
https://openalex.org/W2222517232,Effects of Configuration Interaction on Intensities and Phase Shifts,Effects of Configuration Interaction on Intensities and Phase Shifts,1961-12-15,en
https://openalex.org/W2332086051,Imagined Communities: Reflections on the Origin and Spread of Nationalism,Imagined Communities: Reflections on the Origin and Spread of Nationalism,1984-07-01,en
https://openalex.org/W1573518848,Photoperoxidation in isolated chloroplasts,Photoperoxidation in isolated chloroplasts,1968-04-01,en
https://openalex.org/W2395611524,Fully Convolutional Networks for Semantic Segmentation,Fully Convolutional Networks for Semantic Segmentation,2016-05-24,en
https://openalex.org/W4241286296,Positive psychology: An introduction.,Positive psychology: An introduction.,2000-01-01,en
https://openalex.org/W1606480398,The Theory of Error-Correcting Codes,The Theory of Error-Correcting Codes,1977-01-01,en
https://openalex.org/W2305278139,Sample Size in Qualitative Interview Studies,Sample Size in Qualitative Interview Studies,2015-11-27,en
https://openalex.org/W2096173332,"STRING v10: protein–protein interaction networks, integrated over the tree of life","STRING v10: protein–protein interaction networks, integrated over the tree of life",2014-10-28,en
https://openalex.org/W3113178943,"Global Burden of Cardiovascular Diseases and Risk Factors, 1990–2019","Global Burden of Cardiovascular Diseases and Risk Factors, 1990–2019",2020-12-01,en
https://openalex.org/W2167030552,The Evolution of Reciprocal Altruism,The Evolution of Reciprocal Altruism,1971-03-01,en
https://openalex.org/W2140153041,GMRES: A Generalized Minimal Residual Algorithm for Solving Nonsymmetric Linear Systems,GMRES: A Generalized Minimal Residual Algorithm for Solving Nonsymmetric Linear Systems,1986-07-01,en
https://openalex.org/W2146292423,The NumPy Array: A Structure for Efficient Numerical Computation,The NumPy Array: A Structure for Efficient Numerical Computation,2011-03-01,en
https://openalex.org/W2169678694,Open Babel: An open chemical toolbox,Open Babel: An open chemical toolbox,2011-10-07,en
https://openalex.org/W1533179050,Statistical Methods for Research Workers,Statistical Methods for Research Workers,1945-11-01,en
https://openalex.org/W1594563152,Real and Complex Analysis.,Real and Complex Analysis.,1987-01-01,en
https://openalex.org/W4255396331,"Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition, Text Revision (DSM-IV-TR)","Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition, Text Revision (DSM-IV-TR)",2000-01-01,en
https://openalex.org/W2015408750,THE ELECTRODYNAMICS OF SUBSTANCES WITH SIMULTANEOUSLY NEGATIVE VALUES OF $\epsilon$ AND μ,THE ELECTRODYNAMICS OF SUBSTANCES WITH SIMULTANEOUSLY NEGATIVE VALUES OF $\epsilon$ AND μ,1968-04-30,en
https://openalex.org/W2105973145,ON THE PRICING OF CORPORATE DEBT: THE RISK STRUCTURE OF INTEREST RATES*,ON THE PRICING OF CORPORATE DEBT: THE RISK STRUCTURE OF INTEREST RATES*,1974-05-01,en
https://openalex.org/W2089314759,"Exit, Voice and Loyalty: Responses to Decline in Firms, Organizations, and States.","Exit, Voice and Loyalty: Responses to Decline in Firms, Organizations, and States.",1970-12-01,en
https://openalex.org/W2951464304,UFBoot2: Improving the Ultrafast Bootstrap Approximation,UFBoot2: Improving the Ultrafast Bootstrap Approximation,2017-10-24,en
https://openalex.org/W2070722739,Complex networks: Structure and dynamics,Complex networks: Structure and dynamics,2006-01-11,en
https://openalex.org/W2153190547,A simplest systematics for the organization of turn-taking for conversation,A simplest systematics for the organization of turn-taking for conversation,1974-12-01,en
https://openalex.org/W2257024953,Aplikasi Analisis Multivariate Dengan Program IBM SPSS 25,Aplikasi Analisis Multivariate Dengan Program IBM SPSS 25,2018-01-01,id
https://openalex.org/W2118265220,First‐Year <i>Wilkinson Microwave Anisotropy Probe</i> ( <i>WMAP</i> ) Observations: Determination of Cosmological Parameters,First‐Year <i>Wilkinson Microwave Anisotropy Probe</i> ( <i>WMAP</i> ) Observations: Determination of Cosmological Parameters,2003-08-19,en
https://openalex.org/W2096525273,Database resources of the National Center for Biotechnology Information: update,Database resources of the National Center for Biotechnology Information: update,2003-12-17,en
https://openalex.org/W2161899020,The descent of man and selection in relation to sex,The descent of man and selection in relation to sex,1907-01-01,en
https://openalex.org/W1653504510,The continental crust: its composition and evolution,The continental crust: its composition and evolution,1986-02-01,en
https://openalex.org/W2513506562,VSEARCH: a versatile open source tool for metagenomics,VSEARCH: a versatile open source tool for metagenomics,2016-10-18,en
https://openalex.org/W566586761,American Economic Review,American Economic Review,2019-05-01,en
https://openalex.org/W1684540946,The Economic Institutions of Capitalism,The Economic Institutions of Capitalism,1986-09-01,en
https://openalex.org/W2142238829,SExtractor: Software for source extraction,SExtractor: Software for source extraction,1996-06-01,en
